Feature,Feature.Systematic.Name,t7.8,t10.7,t14,t17.8,t22,t26.8,t32.2,t38.4,t45.4,t53.3,t62.2,t72.3,p7.8,p10.7,p14,p17.8,p22,p26.8,p32.2,p38.4,p45.4,p53.3,p62.2,p72.3,p7.8/t7.8,p10.7/t10.7,p14/t14,p17/8/t17.9,p22/t22,p26.8/t26.8,p32.2/t32.2,p38.4/t38/4,p45.5/t45.4,p53.3/t53/3,p62.2/t62.2,p72.3/t72.3,min p/t,max p/t,range p/t,max p/t / min p/t,,,buds
AIM10,YER087W,10.26,9.73,9.16,8.62,7.98,7.87,7.99,8.56,8.01,7.68,7.45,7.56,9.30,9.10,8.98,9.02,9.68,9.51,8.13,6.15,4.30,3.32,2.52,1.86,0.91,0.94,0.98,1.05,1.21,1.21,1.02,0.72,0.54,0.43,0.34,0.25,0.25,1.21,0.97,4.92,,,25.80
IMH1,YLR309C,17.31,17.61,17.99,18.41,19.09,19.24,19.17,19.11,17.75,17.29,17.54,19.34,27.89,27.57,26.93,25.86,24.13,21.22,20.06,19.60,21.19,20.70,18.77,14.32,1.61,1.57,1.50,1.41,1.26,1.10,1.05,1.03,1.19,1.20,1.07,0.74,0.74,1.61,0.87,2.18,,,25.77
ELP2,YGR200C,64.26,63.97,63.21,62.25,59.65,59.19,59.73,62.77,65.99,64.50,58.81,46.09,35.95,36.59,36.91,36.91,35.50,34.22,33.18,31.99,30.95,30.01,28.89,27.69,0.56,0.57,0.58,0.59,0.60,0.58,0.56,0.51,0.47,0.47,0.49,0.60,0.47,0.60,0.14,1.29,,,25.76
ALO1,YML086C,56.12,54.20,52.23,50.36,48.47,47.79,47.76,48.73,46.98,45.51,43.87,42.27,168.42,162.92,159.05,156.63,158.75,171.59,177.70,182.86,178.89,178.69,184.38,201.25,3.00,3.01,3.04,3.11,3.28,3.59,3.72,3.75,3.81,3.93,4.20,4.76,3.00,4.76,1.76,1.59,,,25.76
DIP5,YPL265W,188.55,200.26,210.71,217.63,225.80,208.30,187.41,172.13,198.45,210.28,219.59,215.60,13.92,13.92,13.92,13.92,13.97,13.74,13.60,13.43,13.24,12.92,12.69,12.63,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.06,0.08,0.02,1.35,,,25.71
MXR2,YCL033C,31.77,33.12,35.66,38.58,45.46,46.00,44.91,40.80,38.06,39.46,43.96,52.82,21.33,22.76,23.36,22.93,19.95,14.34,12.56,12.17,15.48,14.89,12.26,6.20,0.67,0.69,0.66,0.59,0.44,0.31,0.28,0.30,0.41,0.38,0.28,0.12,0.12,0.69,0.57,5.86,,,25.60
IVY1,YDR229W,28.06,27.26,26.24,25.00,23.04,21.52,20.44,21.42,18.49,15.95,13.45,11.69,13.71,14.16,14.70,15.40,16.20,17.74,18.78,19.02,17.05,15.43,15.74,20.02,0.49,0.52,0.56,0.62,0.70,0.82,0.92,0.89,0.92,0.97,1.17,1.71,0.49,1.71,1.22,3.50,,,25.60
APL1,YJR005W,33.25,33.39,33.74,34.19,35.40,35.19,35.37,38.20,36.97,34.56,30.58,24.77,7.97,7.97,8.03,8.16,8.47,8.72,9.30,9.79,9.62,9.55,9.31,8.88,0.24,0.24,0.24,0.24,0.24,0.25,0.26,0.26,0.26,0.28,0.30,0.36,0.24,0.36,0.12,1.51,,,25.60
AHP1,YLR109W,2145.33,2114.09,2115.25,2162.18,2303.82,2504.01,2662.41,2615.31,2553.67,2502.89,2387.25,2186.57,4516.96,3976.26,3354.50,2540.40,1503.54,914.01,561.78,711.36,1827.60,2814.87,3567.72,3667.59,2.11,1.88,1.59,1.17,0.65,0.37,0.21,0.27,0.72,1.12,1.49,1.68,0.21,2.11,1.89,9.98,,,25.56
RPL38,YLR325C,4166.21,4180.89,4189.71,4199.88,4186.07,4227.98,4247.75,4170.09,4198.52,4208.31,4204.69,4176.02,449.71,463.74,476.04,485.68,481.10,494.69,507.37,514.37,503.72,489.50,494.47,541.24,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.13,0.02,1.20,,,25.51
CPR3,YML078W,203.47,204.28,205.71,206.57,211.19,205.30,195.69,179.47,172.90,170.63,172.82,180.04,312.74,290.55,263.62,226.87,176.37,149.43,125.55,130.90,219.66,281.04,321.26,313.48,1.54,1.42,1.28,1.10,0.84,0.73,0.64,0.73,1.27,1.65,1.86,1.74,0.64,1.86,1.22,2.90,,,25.50
VTC4,YJL012C,124.77,124.13,123.07,122.03,119.66,120.48,120.46,117.35,113.17,109.93,107.19,106.61,233.88,236.65,240.54,246.71,256.73,260.94,271.93,279.85,274.39,273.43,274.36,279.60,1.87,1.91,1.95,2.02,2.15,2.17,2.26,2.38,2.42,2.49,2.56,2.62,1.87,2.62,0.75,1.40,,,25.44
LEU4,YNL104C,367.81,374.09,384.51,396.59,424.75,424.26,422.83,431.44,448.71,453.28,445.50,412.06,607.38,621.77,638.79,661.78,693.89,708.67,707.73,702.66,710.89,724.45,735.02,738.10,1.65,1.66,1.66,1.67,1.63,1.67,1.67,1.63,1.58,1.60,1.65,1.79,1.58,1.79,0.21,1.13,,,25.40
ADE3,YGR204W,280.46,273.47,264.58,255.18,238.61,235.58,238.11,251.72,252.51,249.20,241.60,228.38,3418.29,3449.80,3504.02,3595.92,3762.53,3902.55,3946.45,3943.91,3875.49,3863.18,3880.12,3952.74,12.19,12.62,13.24,14.09,15.77,16.57,16.57,15.67,15.35,15.50,16.06,17.31,12.19,17.31,5.12,1.42,,,25.40
LHP1,YDL051W,258.56,262.59,266.23,269.47,272.37,273.32,268.94,247.54,257.08,256.80,248.77,223.17,164.12,163.19,161.65,158.17,149.03,157.52,162.32,166.98,167.61,165.03,166.55,178.37,0.63,0.62,0.61,0.59,0.55,0.58,0.60,0.67,0.65,0.64,0.67,0.80,0.55,0.80,0.25,1.46,,,25.40
PRD1,YCL057W,40.88,38.94,37.06,35.22,34.00,32.49,31.19,30.62,26.38,25.39,27.24,34.35,106.20,108.74,112.61,118.49,127.39,139.67,143.31,143.99,141.19,138.87,135.84,133.22,2.60,2.79,3.04,3.36,3.75,4.30,4.59,4.70,5.35,5.47,4.99,3.88,2.60,5.47,2.87,2.11,,,25.40
SHE10,YGL228W,49.73,49.83,50.46,51.48,54.43,55.24,56.03,57.88,56.86,55.95,54.63,53.18,6.82,7.14,7.62,8.36,9.51,10.84,11.19,11.02,9.94,9.74,9.87,10.63,0.14,0.14,0.15,0.16,0.17,0.20,0.20,0.19,0.17,0.17,0.18,0.20,0.14,0.20,0.06,1.46,,,25.40
DOA1,YKL213C,26.14,24.77,23.25,21.82,19.83,19.88,20.62,22.72,20.81,19.95,19.76,21.53,23.26,23.33,23.61,24.20,25.43,26.59,28.11,29.82,31.45,32.45,31.49,27.16,0.89,0.94,1.02,1.11,1.28,1.34,1.36,1.31,1.51,1.63,1.59,1.26,0.89,1.63,0.74,1.83,,,25.40
NOT3,YIL038C,31.89,31.53,31.10,30.80,30.17,31.07,31.66,30.75,28.79,27.99,28.01,30.08,30.44,30.73,30.95,31.24,31.78,30.09,28.74,28.05,30.51,31.53,30.94,27.15,0.95,0.97,1.00,1.01,1.05,0.97,0.91,0.91,1.06,1.13,1.10,0.90,0.90,1.13,0.22,1.25,,,25.40
UBP1,YDL122W,49.19,49.32,49.13,48.75,47.24,47.09,46.95,46.43,47.24,48.31,50.10,53.06,13.59,13.92,14.40,15.11,16.14,17.82,17.28,16.37,16.39,17.55,18.56,19.03,0.28,0.28,0.29,0.31,0.34,0.38,0.37,0.35,0.35,0.36,0.37,0.36,0.28,0.38,0.10,1.37,,,25.36
TRS33,YOR115C,55.01,55.09,55.10,55.08,54.91,54.96,54.41,51.76,50.96,53.26,58.90,69.91,34.96,34.44,33.73,32.59,30.49,30.27,30.15,30.33,30.47,31.49,32.87,34.58,0.64,0.63,0.61,0.59,0.56,0.55,0.55,0.59,0.60,0.59,0.56,0.49,0.49,0.64,0.14,1.28,,,25.30
SSM4,YIL030C,29.01,28.69,28.40,28.31,28.33,29.12,29.69,29.28,29.15,29.03,28.68,28.08,21.25,21.40,21.70,22.24,23.30,23.78,24.37,24.81,24.84,25.04,24.74,23.48,0.73,0.75,0.76,0.79,0.82,0.82,0.82,0.85,0.85,0.86,0.86,0.84,0.73,0.86,0.13,1.18,,,25.27
YIM1,YMR152W,28.17,26.45,25.27,24.70,25.79,27.67,29.88,31.67,28.05,25.10,21.44,17.74,35.48,36.25,37.33,38.92,41.34,44.01,45.29,45.87,45.91,46.40,46.15,44.79,1.26,1.37,1.48,1.58,1.60,1.59,1.52,1.45,1.64,1.85,2.15,2.53,1.26,2.53,1.27,2.01,,,25.25
ARO3,YDR035W,500.01,502.45,507.20,514.13,528.16,538.72,547.36,548.73,554.42,545.05,517.90,461.52,164.97,164.10,161.89,157.33,146.36,142.51,143.16,145.72,146.96,139.93,130.26,118.70,0.33,0.33,0.32,0.31,0.28,0.26,0.26,0.27,0.27,0.26,0.25,0.26,0.25,0.33,0.08,1.31,,,25.20
YUH1,YJR099W,25.45,25.76,26.35,26.80,28.70,27.20,24.58,19.26,18.12,19.12,22.52,28.81,6.37,6.52,6.88,7.57,8.92,10.16,11.06,12.21,13.75,14.76,15.35,15.19,0.25,0.25,0.26,0.28,0.31,0.37,0.45,0.63,0.76,0.77,0.68,0.53,0.25,0.77,0.52,3.08,,,25.20
YER134C,YER134C,51.22,49.86,48.74,47.84,47.53,48.02,48.72,49.43,43.65,41.26,41.08,46.02,35.78,36.64,37.16,37.56,38.18,32.73,28.61,24.91,25.12,23.89,23.02,22.07,0.70,0.73,0.76,0.79,0.80,0.68,0.59,0.50,0.58,0.58,0.56,0.48,0.48,0.80,0.32,1.67,,,25.20
LEO1,YOR123C,73.60,72.87,72.10,71.16,70.38,68.90,66.35,59.70,58.83,61.62,68.30,79.92,25.38,23.00,20.36,17.01,12.77,11.38,11.34,13.47,18.55,21.80,24.54,26.03,0.34,0.32,0.28,0.24,0.18,0.17,0.17,0.23,0.32,0.35,0.36,0.33,0.17,0.36,0.19,2.18,,,25.16
CNA1,YLR433C,24.53,24.72,24.86,24.89,24.85,24.32,23.58,22.48,23.14,23.68,24.35,24.85,12.79,13.09,13.49,14.03,14.67,15.87,16.77,17.66,18.45,18.91,19.82,21.73,0.52,0.53,0.54,0.56,0.59,0.65,0.71,0.79,0.80,0.80,0.81,0.87,0.52,0.87,0.35,1.68,,,25.08
ADE17,YMR120C,1132.19,1118.17,1101.51,1084.00,1056.84,1051.04,1048.38,1049.27,1007.88,974.66,943.59,927.08,4882.63,4907.18,4942.75,4999.77,5095.96,5152.69,5212.99,5231.40,5144.38,5131.02,5183.39,5353.74,4.31,4.39,4.49,4.61,4.82,4.90,4.97,4.99,5.10,5.26,5.49,5.77,4.31,5.77,1.46,1.34,,,25.00
DLD3,YEL071W,142.18,130.95,117.81,106.80,87.55,99.20,117.06,138.45,140.09,135.94,123.22,102.22,1841.61,1851.32,1864.54,1885.10,1916.36,1942.75,1941.23,1917.83,1855.10,1820.20,1824.77,1903.30,12.95,14.14,15.83,17.65,21.89,19.58,16.58,13.85,13.24,13.39,14.81,18.62,12.95,21.89,8.94,1.69,,,25.00
YGR210C,YGR210C,80.97,78.84,75.78,72.59,65.97,66.79,69.54,73.83,76.14,77.64,79.35,82.28,25.50,25.05,24.80,24.75,25.02,27.51,28.13,28.26,27.37,27.11,27.45,29.14,0.31,0.32,0.33,0.34,0.38,0.41,0.40,0.38,0.36,0.35,0.35,0.35,0.31,0.41,0.10,1.31,,,25.00
MKT1,YNL085W,41.09,40.66,40.21,39.89,39.47,40.03,40.53,40.53,38.89,37.97,37.40,37.96,6.75,6.26,5.73,5.04,4.15,4.06,4.40,4.90,4.79,5.07,5.71,6.93,0.16,0.15,0.14,0.13,0.11,0.10,0.11,0.12,0.12,0.13,0.15,0.18,0.10,0.18,0.08,1.80,,,25.00
NUP188,YML103C,20.38,19.92,19.31,18.70,17.44,17.67,18.08,18.39,18.01,17.87,17.87,18.35,3.54,3.55,3.59,3.66,3.78,4.04,4.18,4.32,4.35,4.67,5.47,7.03,0.17,0.18,0.19,0.20,0.22,0.23,0.23,0.23,0.24,0.26,0.31,0.38,0.17,0.38,0.21,2.20,,,25.00
RAS2,YNL098C,189.22,182.37,174.20,166.11,152.56,150.79,157.80,192.06,183.12,163.86,131.35,85.06,215.78,214.49,209.35,198.29,173.95,155.33,133.85,111.82,94.52,75.98,63.67,63.35,1.14,1.18,1.20,1.19,1.14,1.03,0.85,0.58,0.52,0.46,0.48,0.74,0.46,1.20,0.74,2.59,,,24.87
GSH2,YOL049W,52.08,50.29,48.28,46.30,43.57,42.90,43.27,46.60,43.55,42.13,41.86,44.68,32.21,32.64,33.13,33.86,35.06,34.52,33.89,33.28,34.76,38.26,39.22,34.78,0.62,0.65,0.69,0.73,0.80,0.80,0.78,0.71,0.80,0.91,0.94,0.78,0.62,0.94,0.32,1.51,,,24.87
TAL1,YLR354C,763.18,756.92,751.57,746.57,745.03,739.33,738.41,754.03,749.05,732.46,701.14,646.62,4415.40,4461.67,4501.53,4553.05,4633.86,4486.09,4325.11,4135.05,4071.54,3902.56,3661.93,3308.39,5.79,5.89,5.99,6.10,6.22,6.07,5.86,5.48,5.44,5.33,5.22,5.12,5.12,6.22,1.10,1.22,,,24.85
ZEO1,YOL109W,2681.98,2703.83,2736.19,2771.94,2845.48,2855.28,2859.67,2871.58,2874.51,2892.86,2928.96,2995.21,271.78,273.60,266.80,246.27,196.91,153.10,125.25,100.42,86.19,59.57,38.75,30.91,0.10,0.10,0.10,0.09,0.07,0.05,0.04,0.03,0.03,0.02,0.01,0.01,0.01,0.10,0.09,9.82,,,24.81
GAT1,YFL021W,126.08,125.62,125.59,125.92,127.74,128.45,130.38,135.70,138.88,140.62,141.06,139.19,5.86,5.92,5.83,5.54,4.83,3.33,3.46,4.64,8.03,9.59,9.08,4.79,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.06,0.07,0.06,0.03,0.03,0.07,0.04,2.63,,,24.80
FSH3,YOR280C,29.25,29.24,29.19,29.14,28.98,29.18,28.84,26.72,25.24,26.35,30.01,38.03,62.48,61.50,60.15,57.91,53.48,53.45,56.77,60.31,58.38,54.29,51.04,50.92,2.14,2.10,2.06,1.99,1.85,1.83,1.97,2.26,2.31,2.06,1.70,1.34,1.34,2.31,0.97,1.73,,,24.80
YMR027W,YMR027W,52.02,50.93,50.21,49.42,50.72,47.48,45.17,48.27,45.40,43.34,42.07,42.49,116.38,120.10,125.35,133.43,146.87,155.21,160.42,160.86,150.72,144.40,141.98,147.85,2.24,2.36,2.50,2.70,2.90,3.27,3.55,3.33,3.32,3.33,3.37,3.48,2.24,3.55,1.31,1.59,,,24.80
SPF1,YEL031W,60.24,59.72,59.19,59.00,58.50,60.31,62.36,63.99,65.11,65.83,65.84,64.99,409.40,411.24,416.55,426.72,445.15,474.53,503.95,528.10,528.45,533.64,539.79,552.03,6.80,6.89,7.04,7.23,7.61,7.87,8.08,8.25,8.12,8.11,8.20,8.49,6.80,8.49,1.70,1.25,,,24.80
CYS4,YGR155W,248.97,233.30,213.29,192.28,158.87,151.99,152.19,152.35,180.50,188.58,182.51,145.23,2083.27,1991.31,1865.38,1675.73,1367.42,1199.82,1065.48,957.24,831.68,727.13,721.09,887.08,8.37,8.54,8.75,8.72,8.61,7.89,7.00,6.28,4.61,3.86,3.95,6.11,3.86,8.75,4.89,2.27,,,24.67
MRH1,YDR033W,1695.28,1682.42,1666.09,1646.87,1614.18,1595.02,1592.76,1642.85,1637.16,1620.68,1593.05,1552.79,175.74,187.34,203.01,226.86,266.71,281.26,295.69,300.72,289.14,288.51,284.15,273.05,0.10,0.11,0.12,0.14,0.17,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.10,0.19,0.08,1.79,,,24.62
LIA1,YJR070C,398.52,403.85,406.31,407.14,398.67,398.54,396.33,385.57,410.46,398.66,354.44,251.62,300.01,284.34,269.99,255.25,245.83,260.81,269.52,287.46,322.92,334.87,345.46,357.17,0.75,0.70,0.66,0.63,0.62,0.65,0.68,0.75,0.79,0.84,0.97,1.42,0.62,1.42,0.80,2.30,,,24.60
TDH1,YJL052W,802.56,794.41,788.89,777.79,778.07,730.69,704.26,746.85,792.22,806.91,802.67,746.95,2743.05,3554.75,4513.19,5818.21,7621.75,8425.82,8488.42,8209.00,8226.40,8173.85,7617.35,6250.03,3.42,4.47,5.72,7.48,9.80,11.53,12.05,10.99,10.38,10.13,9.49,8.37,3.42,12.05,8.64,3.53,,,24.60
PDR16,YNL231C,111.64,109.53,105.89,101.18,91.09,87.92,85.42,79.84,83.18,93.95,114.53,149.16,65.66,65.98,67.02,68.88,71.90,80.62,84.02,84.12,74.91,69.04,69.03,81.12,0.59,0.60,0.63,0.68,0.79,0.92,0.98,1.05,0.90,0.73,0.60,0.54,0.54,1.05,0.51,1.94,,,24.60
ARC1,YGL105W,417.35,414.27,409.63,404.24,394.29,391.39,387.76,378.66,374.27,375.79,384.47,405.09,1348.74,1288.89,1204.39,1072.20,847.07,738.55,646.94,559.29,411.13,309.27,310.95,493.97,3.23,3.11,2.94,2.65,2.15,1.89,1.67,1.48,1.10,0.82,0.81,1.22,0.81,3.23,2.42,4.00,,,24.60
YHR112C,YHR112C,57.51,56.76,56.14,55.46,55.42,54.01,53.58,56.18,57.45,57.86,57.66,56.02,94.69,89.97,84.80,78.26,70.01,68.60,66.03,66.31,70.69,73.17,77.10,83.14,1.65,1.59,1.51,1.41,1.26,1.27,1.23,1.18,1.23,1.26,1.34,1.48,1.18,1.65,0.47,1.39,,,24.60
MGM1,YOR211C,14.00,14.55,15.41,16.40,18.65,18.81,18.77,18.79,20.08,20.58,20.47,18.98,7.22,7.24,7.46,7.92,8.82,10.80,11.43,11.33,9.38,8.78,9.03,10.89,0.52,0.50,0.48,0.48,0.47,0.57,0.61,0.60,0.47,0.43,0.44,0.57,0.43,0.61,0.18,1.43,,,24.54
YIR035C,YIR035C,141.59,142.62,144.22,146.22,149.55,151.24,154.38,163.36,166.19,166.81,164.85,159.36,2.77,2.79,2.84,2.95,3.19,3.46,3.48,3.44,3.33,3.44,3.66,4.06,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.01,1.30,,,24.48
YKE2,YLR200W,133.94,133.59,132.81,132.11,129.61,131.58,131.26,121.62,118.19,118.90,123.05,132.66,31.90,33.67,34.79,34.17,31.12,29.94,31.61,35.03,40.83,41.60,35.89,19.20,0.24,0.25,0.26,0.26,0.24,0.23,0.24,0.29,0.35,0.35,0.29,0.14,0.14,0.35,0.21,2.42,,,24.48
HCH1,YNL281W,152.87,149.53,145.54,142.41,135.57,142.48,152.65,164.31,167.05,171.73,178.22,190.49,110.98,102.70,93.92,83.60,72.87,67.69,67.78,83.17,139.09,177.54,193.19,164.21,0.73,0.69,0.65,0.59,0.54,0.48,0.44,0.51,0.83,1.03,1.08,0.86,0.44,1.08,0.64,2.44,,,24.40
PTC3,YBL056W,100.01,98.85,98.10,97.01,98.29,93.55,87.78,82.68,72.51,66.00,62.05,62.98,5.12,5.10,5.27,5.66,6.52,8.39,9.22,10.44,12.49,13.93,16.07,19.54,0.05,0.05,0.05,0.06,0.07,0.09,0.10,0.13,0.17,0.21,0.26,0.31,0.05,0.31,0.26,6.05,,,24.40
SPE2,YOL052C,48.73,49.01,49.13,49.14,48.80,48.46,48.59,50.54,52.65,51.13,46.45,36.60,11.20,11.52,11.96,12.59,13.47,14.49,15.16,15.12,12.97,11.46,10.94,12.53,0.23,0.24,0.24,0.26,0.28,0.30,0.31,0.30,0.25,0.22,0.24,0.34,0.22,0.34,0.12,1.53,,,24.40
LSM12,YHR121W,88.77,88.34,87.85,87.26,86.74,86.13,84.87,81.26,78.70,78.65,81.20,88.10,8.38,8.58,8.89,9.28,9.64,11.30,12.11,12.36,10.89,9.95,9.93,11.90,0.09,0.10,0.10,0.11,0.11,0.13,0.14,0.15,0.14,0.13,0.12,0.14,0.09,0.15,0.06,1.61,,,24.40
NUP100,YKL068W,28.79,28.13,27.24,26.28,24.51,24.33,24.50,25.10,25.07,24.54,23.56,22.02,25.86,25.58,25.20,24.59,23.56,23.49,22.58,21.43,19.51,18.87,19.51,22.26,0.90,0.91,0.93,0.94,0.96,0.97,0.92,0.85,0.78,0.77,0.83,1.01,0.77,1.01,0.24,1.31,,,24.40
MDM38,YOL027C,98.89,98.72,97.90,96.58,93.16,91.23,88.80,84.45,86.98,89.42,92.61,95.50,102.65,103.52,103.71,103.16,100.63,96.41,90.64,85.23,86.08,86.12,84.47,79.24,1.04,1.05,1.06,1.07,1.08,1.06,1.02,1.01,0.99,0.96,0.91,0.83,0.83,1.08,0.25,1.30,,,24.24
PDI1,YCL043C,292.26,292.36,294.01,297.51,305.85,312.62,321.33,338.42,338.82,339.55,338.85,339.45,1891.50,1776.06,1619.79,1395.37,1074.29,742.57,509.04,448.24,858.65,963.46,835.68,269.44,6.47,6.07,5.51,4.69,3.51,2.38,1.58,1.32,2.53,2.84,2.47,0.79,0.79,6.47,5.68,8.15,,,24.20
YNR021W,YNR021W,137.14,134.65,131.54,128.20,122.81,121.23,121.00,123.41,120.28,117.77,115.65,115.16,61.75,62.63,63.91,66.03,69.81,71.21,73.78,74.71,71.44,70.48,71.35,75.54,0.45,0.47,0.49,0.52,0.57,0.59,0.61,0.61,0.59,0.60,0.62,0.66,0.45,0.66,0.21,1.46,,,24.20
STE23,YLR389C,24.36,23.21,21.89,20.58,18.69,18.22,18.60,21.05,20.88,19.79,17.59,13.86,34.31,31.88,29.67,27.32,25.06,27.23,33.55,41.56,46.12,45.67,41.24,31.36,1.41,1.37,1.36,1.33,1.34,1.49,1.80,1.97,2.21,2.31,2.34,2.26,1.33,2.34,1.02,1.77,,,24.20
APE2,YKL157W,45.64,45.64,46.00,46.47,48.21,47.66,47.53,50.26,48.48,46.56,43.92,40.62,425.42,430.89,442.04,461.51,497.41,536.81,554.91,561.22,540.48,541.30,539.71,534.82,9.32,9.44,9.61,9.93,10.32,11.26,11.67,11.17,11.15,11.63,12.29,13.17,9.32,13.17,3.85,1.41,,,24.20
MET12,YPL023C,39.72,40.18,40.94,42.04,44.11,45.93,46.84,45.58,42.21,39.94,37.93,37.45,4.15,4.26,4.35,4.44,4.47,4.33,4.34,4.73,6.50,8.16,8.85,7.58,0.10,0.11,0.11,0.11,0.10,0.09,0.09,0.10,0.15,0.20,0.23,0.20,0.09,0.23,0.14,2.52,,,24.20
TED1,YIL039W,62.93,63.17,63.38,63.58,63.82,63.84,63.27,60.56,61.95,63.46,65.43,67.36,11.21,11.19,11.16,11.09,10.93,10.97,11.60,12.62,14.22,15.11,15.45,14.81,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.21,0.23,0.24,0.24,0.22,0.17,0.24,0.07,1.39,,,24.20
SVL3,YPL032C,39.30,38.65,37.72,36.77,34.67,34.73,35.66,38.79,39.66,39.17,37.32,33.65,35.53,36.51,37.70,39.38,41.79,42.05,46.54,50.93,51.60,50.05,47.20,43.05,0.90,0.94,1.00,1.07,1.21,1.21,1.30,1.31,1.30,1.28,1.26,1.28,0.90,1.31,0.41,1.45,,,24.20
IAH1,YOR126C,23.45,22.83,22.39,22.08,22.60,22.50,22.30,22.20,19.44,17.98,17.45,19.12,4.48,4.72,5.07,5.57,6.29,7.06,7.79,8.73,10.10,12.35,14.89,17.63,0.19,0.21,0.23,0.25,0.28,0.31,0.35,0.39,0.52,0.69,0.85,0.92,0.19,0.92,0.73,4.83,,,24.20
SGM1,YJR134C,22.09,22.09,22.06,21.95,21.83,21.33,20.64,19.67,18.99,18.98,19.67,21.47,5.83,5.69,5.44,5.00,4.30,3.47,3.09,3.13,4.40,4.93,4.76,3.30,0.26,0.26,0.25,0.23,0.20,0.16,0.15,0.16,0.23,0.26,0.24,0.15,0.15,0.26,0.11,1.76,,,24.20
PMT1,YDL095W,66.40,66.05,65.72,65.56,65.23,66.06,67.56,70.91,70.23,70.11,70.26,71.77,102.47,99.63,97.53,95.94,95.77,102.11,107.39,112.65,111.27,118.90,133.47,158.74,1.54,1.51,1.48,1.46,1.47,1.55,1.59,1.59,1.58,1.70,1.90,2.21,1.46,2.21,0.75,1.51,,,24.20
NGG1,YDR176W,25.85,24.04,21.72,19.13,14.90,13.07,12.62,15.26,15.94,15.27,13.54,9.99,3.26,3.46,3.73,4.09,4.62,5.04,4.81,4.43,3.68,4.27,5.22,6.47,0.13,0.14,0.17,0.21,0.31,0.39,0.38,0.29,0.23,0.28,0.39,0.65,0.13,0.65,0.52,5.13,,,24.16
RNR1,YER070W,100.74,100.32,99.86,99.54,98.77,99.82,101.61,104.72,104.54,104.28,103.72,103.42,179.88,176.90,173.57,169.10,162.30,162.78,168.67,173.62,168.98,176.72,186.47,198.31,1.79,1.76,1.74,1.70,1.64,1.63,1.66,1.66,1.62,1.69,1.80,1.92,1.62,1.92,0.30,1.19,,,24.13
OSH3,YHR073W,28.06,27.42,26.46,25.22,23.11,21.47,20.10,19.63,19.65,19.40,19.27,19.04,37.67,37.73,38.02,38.54,39.38,41.67,44.20,46.59,47.81,48.50,45.93,37.97,1.34,1.38,1.44,1.53,1.70,1.94,2.20,2.37,2.43,2.50,2.38,1.99,1.34,2.50,1.16,1.86,,,24.04
LYS20,YDL182W,525.79,531.56,539.59,551.90,566.37,595.01,623.20,644.32,654.11,648.08,619.51,559.39,686.30,680.08,672.84,663.11,649.35,641.55,646.08,655.54,663.32,665.33,656.69,629.32,1.31,1.28,1.25,1.20,1.15,1.08,1.04,1.02,1.01,1.03,1.06,1.13,1.01,1.31,0.29,1.29,,,24.00
ARG3,YJL088W,194.21,187.40,179.83,172.49,163.32,160.99,164.48,179.80,192.53,192.73,181.82,151.04,293.11,295.38,297.49,299.74,301.22,301.17,302.91,301.90,293.52,287.39,285.16,291.26,1.51,1.58,1.65,1.74,1.84,1.87,1.84,1.68,1.52,1.49,1.57,1.93,1.49,1.93,0.44,1.29,,,24.00
BNA3,YJL060W,38.44,33.42,27.76,22.71,14.82,17.53,23.93,33.89,41.21,46.60,50.21,50.58,461.49,466.94,477.42,495.56,527.36,564.07,597.74,618.42,594.86,577.66,560.60,552.09,12.01,13.97,17.20,21.82,35.58,32.18,24.98,18.25,14.44,12.40,11.17,10.91,10.91,35.58,24.67,3.26,,,24.00
SPE3,YPR069C,297.86,300.75,303.95,307.86,312.51,318.99,321.61,309.65,315.36,320.58,325.67,328.68,842.08,835.26,824.33,805.99,773.49,751.45,715.04,677.88,636.57,604.89,602.04,648.35,2.83,2.78,2.71,2.62,2.48,2.36,2.22,2.19,2.02,1.89,1.85,1.97,1.85,2.83,0.98,1.53,,,24.00
BDF1,YLR399C,77.70,76.87,75.89,75.17,73.56,74.96,77.51,83.75,81.01,78.00,73.91,70.29,11.77,11.91,12.09,12.33,12.58,13.01,13.82,14.53,14.45,15.57,17.65,21.27,0.15,0.15,0.16,0.16,0.17,0.17,0.18,0.17,0.18,0.20,0.24,0.30,0.15,0.30,0.15,2.00,,,24.00
DSD1,YGL196W,42.81,42.32,41.82,41.27,40.38,39.60,40.39,46.32,48.67,49.60,49.10,46.10,4.30,4.50,4.66,4.83,5.01,4.23,3.87,3.55,3.64,3.93,3.96,3.35,0.10,0.11,0.11,0.12,0.12,0.11,0.10,0.08,0.07,0.08,0.08,0.07,0.07,0.12,0.05,1.71,,,24.00
