Name	RLS
ydr433w	"8,10,13,3,8"
ydr442w	"19,20,11,20,26"
ydr444w	"46,31,36,45,26,21,21,9,24,14"
ydr445c	"25,11,60,32,34,46,40,18,40,22,41,22,32,21,39,12,14,28,22,42,50,30,34,41,29"
ydr455c	"7,19,22,24,25"
ydr467c	"19,41,27,30,13"
ydr474c	"30,44,22,14,24"
ydr476c	"22,21,18,26,21"
ydr491c	"23,36,28,36,13"
ydr506c	"21,31,22,24,21,48,31,28,11,11,18,28,18,28,18,23,30,20,40,25,21,36,39,45,41,23,30,20,40,25,18,28,18,28,18"
ydr509w	"20,30,20,27,53"
ydr514c	"24,5,19,15,22"
ydr521w	"32,21,21,20,44"
ydr532c	"3,4,4,8,6"
ydr535c	"18,29,38,22,4"
ydr537c	"25,29,23,26,42"
ydr539w	"30,15,22,16,20"
ydr541c	"20,29,24,14,23"
yea4	"24,23,19,28,32"
yea6	"34,16,32,14,12,31,13,34,44,38,39,20,28,45,38,16,17,29,39,22,34,22,22,22,33,33,26,18,20,25,18,19,23,39,33,42,22,40,22,34,16,32,14,12,31,13,34,44,38,39,20,28,45,38,16,17,29,39,34,29,28,26,20,30,60,25,32,26,11,26,34,12,15,26,17,14,7,14,25,25,8,35,43,23,37,31"
yef1	"40,28,26,12,18"
yeh1	"17,9,12,18,20,12,23,21,14,24,22,27,29,25,30,30,28,31,29,32,29,32,29,33,30,34,31,35,34,36,36,36,37,36,38,36,38,37,39,39,40,40,43,55,44"
yeh2	"28,17,39,30,23"
yel007w	"17,20,12,20,23"
yel008w	"39,27,41,34,20"
yel010w	"26,37,35,31,41"
yel014c	"24,19,23,51,15"
yel020c	"11,14,13,16,14,20,16,25,18,26,20,27,21,28,21,29,22,30,22,30,23,32,27,32,28,33,29,35,30,38,30,39,32,40,32,43,33,43,34,43,36,39,40,44,45"
yel023c	"23,25,18,19,18"
yel025c	"30,28,17,23,32"
yel028w	"16,24,17,24,27"
yel043w	"22,25,23,40,24"
yel045c	"8,9,10,13,8,17,22,11,23,16,18,32,28,16,16,20,18,25,9,9,27,4,24,32,16,26,20,23,31,28,32,35,29,28,16,28,21,38,35,32,36,42,37,34,48"
yel047c	"30,35,44,30,18"
yel048c	"25,22,18,23,28"
yel057c	"30,23,15,25,34"
yel059w	"21,24,16,27,38"
yel067c	"10,24,23,18,9"
yel068c	"25,24,24,23,22"
yel1	"49,27,25,23,26,49,27,25,23,26"
yen1	"17,21,24,17,24"
yer010c	"25,15,6,35,28"
yer034w	"31,26,29,17,22"
yer038wa	"10,18,21,44,23"
yer039ca	"21,18,14,25,21,21,18,14,25,21"
yer046wa	"20,23,34,31,30"
yer064c	"19,19,13,29,27"
yer066ca	"14,24,20,31,28"
yer066w	"27,21,17,27,21"
yer067ca	"42,36,26,25,24"
yer067w	"11,12,13,27,24"
yer068ca	"21,34,22,16,30"
yer071c	"27,31,42,17,19"
yer077c	"19,17,9,21,22"
yer078c	"34,16,18,28,31"
yer079w	"30,18,24,14,20"
yer084w	"16,17,16,17,17"
yer085c	"27,32,25,48,45"
yer087ca	"23,25,24,10,27"
yer091ca	"40,25,26,41,43,39,47,23,31,26,22,35,21,22,35,36,32,32,33,31,27,2,35,25,16,30,26,15,19,38,31,13,24,39,35,43,34,50,39,19,41,13,34,38,35,35,33,25,25,35,28,35,16,46,11,27,10,12,26,14,20,36,28,26,34,10,20,38,33,24,14,35,42,31,34,8,22,46,27,32,25,24,32,33,20,55"
yer093ca	"30,35,19,48,39,33,40,40,13,27,40,24,28,18,39,44,34,43,35,3,19,11,31,33,16,15,40,44,21,20,32,30,43,29,45,44,37,17,17,28,10,10,43,31,30,50,22,14,18,40,26,28,41,45,10,36,28,40,23,16,22,22,7"
yer097w	"28,34,19,43,25"
yer108c	"23,19,33,26,29"
yer119ca	"21,20,21,28,34"
yer121w	"29,29,16,21,40"
yer128w	"15,12,21,16,15,22,19,21,24,21,22,30,22,23,32,26,25,27,29,28,29,31,30,32,32,33,33,34,33,35,34,37,35,38,35,39,35,39,37,40,38,42,41,45,44"
yer130c	"17,19,20,18,22"
yer134c	"20,20,21,28,37"
yer135c	"25,18,35,46,26"
yer137c	"23,19,19,27,24"
yer140w	"26,31,24,11,32"
yer152c	"20,38,26,17,17"
yer156c	"31,44,13,42,33"
yer158c	"30,16,10,35,19"
yer163c	"17,22,32,16,9"
yer181c	"28,11,13,30,26,28,29,19,21,17,22,24,23,17,27,23,19,23,32,28,42,52,48,27,60,22,24,23,17,27,23,19,23,32,28,28,29,19,21,17"
yer184c	"19,10,19,17,24,16,36,16,14,41"
yer186c	"29,25,51,22,37,21,20,19,24,28,28,41,23,40,28,38,27,19,21,24,23,25,5,21,31,29,28,26,20,22,19,11,18,21,25,26,31,27,17,39,26,33,26,30,17,33,28,20,21,18,42,20,23,32,28,34,20,25,19,18,37,40,51,44,52,28,41,23,40,28,38,27,19,21,24,21,20,19,24,28"
yer187w	"28,20,21,22,29,36,38,71,44,38,30,27,35,28,41,21,32,16,38,26,20,24,24,15,21,26,23,22,26,15,19,22,21,21,21,23,30,11,26,23,22,32,27,17,32,29,15,25,23,36,29,31,37,21,24,31,15,27,27,26,24,53,49,58,48,30,27,35,28,41,23,25,9,29,18,36,38,71,44,38"
yer188w	"28,22,23,36,30,18,31,47,25,10,35,44,15,23,42,28,22,23,36,30"
yet1	"12,8,15,34,32"
yet2	"51,18,21,30,24,51,18,21,30,24"
yet3	"31,24,40,22,23"
yfh7	"39,27,26,23,13"
yfl006w	"15,49,22,48,19"
yfl012w	"13,23,24,27,18"
yfl013wa	"27,25,27,20,19"
yfl015c	"19,30,23,4,17"
yfl019c	"17,38,29,36,14"
yfl032w	"17,35,26,33,31"
yfl034w	"34,49,19,34,25,33,49,49,33,54,41,19,17,20,45,27,43,57,33,17,31,27,29,24,38,6,1,1,6,2,2,9,7,9,10"
yfl035cb	"12,22,15,27,47"
yfl040w	"32,23,18,12,13"
yfl042c	"14,10,18,11,17,16,17,16,20,9,25,19,13,20,27,19,12,33,20,22,16,10,16,26,21,31,23,17,26,17,22,11,21,34,13,8,30,21,22,15,18,31,8,45,19,11,17,3,7,21,22,29,16,23,19,11,12,16,12,18,46,15,41,41,26,52,47,16,44,53,45,38,23,48,29,22,30,41,45,32,78,35,25,36,31"
yfl043c	"21,35,46,13,19"
yfl051c	"24,21,20,22,21"
yfl052w	"24,16,52,37,25"
yfl054c	"19,19,18,22,42"
yfl063w	"32,27,25,40,22"
yfr006w	"17,41,21,30,33"
yfr012w	"25,29,38,28,32,36,30,22,16,17,22,18,38,35,12"
yfr016c	"29,30,30,44,24,3,32,7,43,17,29,30,4,6,31,39,22,22,26,22"
yfr017c	"30,20,37,29,36,19,31,10,25,12,34,27,6,23,33"
yfr018c	"31,17,48,21,29"
yfr020w	"19,18,39,29,8"
yfr024c	"32,34,34,21,14"
yfr032c	"24,22,20,23,23,24,22,20,23,23"
yfr035c	"15,24,26,20,15,15,24,26,20,15"
yfr039c	"36,30,39,25,30"
yfr045w	"18,16,26,32,20,18,16,26,32,20"
yfr054c	"16,17,17,19,23,16,17,17,19,23"
yfr056c	"24,16,20,17,25,24,16,20,17,25"
yfr057w	"21,22,16,34,46,24,16,47,35,44,26,12,46,19,27,21,22,16,34,46"
yft2	"30,22,28,24,41,25,21,25,21,46,44,35,18,20,34,43,51,49,20,16,30,22,28,24,41"
ygk3	"28,17,42,27,31,15,19,23,17,20,13,19,10,27,12,49,34,46,33,27"
ygl007w	"23,22,24,35,37,23,22,24,35,37"
ygl010w	"28,18,17,30,23,28,18,17,30,23"
ygl015c	"13,22,17,21,16,13,22,17,21,16"
ygl024w	"21,41,31,38,31,21,41,31,38,31"
ygl034c	"29,17,29,23,39,29,17,29,23,39"
ygl036w	"21,27,27,12,15,21,27,27,12,15"
ygl039w	"16,24,23,27,24,16,24,23,27,24"
ygl041c	"19,24,32,10,20,19,24,32,10,20"
ygl042c	"18,14,24,11,24,20,14,29,17,29,20,15,40,17,40,22,23,45,19,45,26,24,48,20,48,29,24,21,30,24,24,30,25,24,30,25,25,34,26,27,34,26,28,35,26,30,37,27,32,43,30,32,45,30,32,35,33,36,33,38,33,39,35,42,36"
ygl046w	"31,11,20,27,17,31,11,20,27,17"
ygl057c	"18,17,19,17,15,18,17,19,17,15"
ygl072c	"24,11,28,35,16,19,13,33,22,30,12,17,19,12,12,18,40,24,18,21,16,20,10,14,28,16,21,28,4,16,18,17,37,45,28,14,8,7,21,14,25,6,11,12,10,25,6,11,12,10"
ygl079w	"3,11,9,23,13,23,12,14,11,36,14,36,14,17,17,40,14,40,14,21,21,41,17,41,17,21,24,47,19,47,18,25,25,23,19,26,25,24,20,28,25,24,20,28,27,25,20,33,28,25,26,37,31,25,27,38,32,29,27,41,32,31,27,46,35,31,28,47,38,31,28,38,33,29,39,35,29,40,38,29,43,42,30,49,47,30"
ygl081w	"27,21,17,17,21,27,21,17,17,21"
ygl082w	"35,30,21,31,43,32,26,32,11,39,32,30,53,26,49,50,22,20,47,39,38,36,34,39,44,25,10,14,18,31,26,11,10,16,20,27,25,12,14,18,7,9,19,7,13,38,36,34,39,44"
ygl085w	"23,31,21,12,32,23,31,21,12,32"
ygl088w	"27,21,29,21,17"
ygl101w	"18,20,15,34,29"
ygl108c	"25,29,9,21,19"
ygl109w	"30,28,27,20,26"
ygl114w	"10,12,13,12,14"
ygl117w	"12,11,12,47,40"
ygl118c	"28,28,35,37,31"
ygl132w	"26,27,28,21,25"
ygl138c	"19,28,27,41,39"
ygl140c	"14,20,17,16,31"
ygl146c	"30,29,21,21,15"
ygl149w	"27,21,19,22,11"
ygl152c	"34,17,18,22,23"
ygl157w	"18,18,17,18,11"
ygl159w	"18,28,20,16,18"
ygl165c	"14,12,9,20,17,17,9,26,18,18,10,37,22,19,12,37,26,20,16,50,26,21,17,27,22,18,28,23,20,29,23,20,31,24,21,31,24,21,32,25,21,32,26,23,33,26,24,35,26,24,36,28,25,36,29,25,39,29,26,43,30,27,45,30,27,30,27,30,28,31,30,31,30,32,30,32,31,32,32,32,32,33,33,35,33,36"
ygl176c	"12,23,19,16,28"
ygl177w	"29,21,23,31,20"
ygl199c	"25,25,44,14,18,19,16,14,12,25"
ygl214w	"56,45,58,24,33,25,41,52,12,21,24,32,27,23,24,38,35,22,31,39,24,32,27,23,24,25,41,52,12,21"
ygl217c	"47,51,30,35,47,26,24,26,46,13,34,24,23,18,33,20,41,29,17,28,34,24,23,18,33,26,24,26,46,13"
ygl218w	"21,50,23,22,19,43,17,45,51,31"
ygl230c	"27,19,23,37,28"
ygl231c	"20,19,19,28,16"
ygl235w	"28,46,31,53,30,46,36,23,21,21,39,32,32,27,32,50,14,35,29,24,39,32,32,27,32,46,36,23,21,21"
ygl242c	"9,8,14,10,9"
ygl260w	"27,27,24,9,21"
ygl262w	"21,11,26,10,22"
ygp1	"40,29,27,46,39,28,23,29,25,33,40,30,23,38,24,34,24,43,41,38,43,23,43,19,51,33,16,14,24,37,14,28,21,20,43,45,20,43,19,35,20,23,17,16,25"
ygr011w	"23,31,26,31,11,51,43,26,23,33,19,20,26,15,33,32,34,44,21,15,19,20,26,15,33,51,43,26,23,33"
ygr012w	"7,9,15,12,15,12,11,13,3,5,14,14,2,14,15,14,12,15,14,15,8,12,16,13,12,7,14,11,10,15,13,4,14,7,12,13,15,12,9,16,27,28,32,23,25,32,17,31,26,28,26,29,25,41,42,29,27,29,30,19,37,36,21,27,32"
ygr015c	"25,22,25,21,14"
ygr016w	"20,18,24,28,18"
ygr017w	"16,21,18,24,24"
ygr018c	"46,29,27,28,23,12,29,29,22,12"
ygr021w	"22,32,17,24,17"
ygr022c	"22,30,29,29,30,15,19,12,30,21"
ygr025w	"28,27,27,28,38,18,23,21,38,42"
ygr026w	"17,34,14,24,17,38,25,29,12,23,33,15,25,32,29,11,24,29,23,37,32,27,30,38,37,36,41,15,29,27,39,35,26,38,21,24,32,38,39,39,51,16,40,23,36,28,29,33,26,24,21,4,17,41,31,50,17,34,48,17,36,16,15,33,42,24,40,44,22,18,6,29,38,16,26,37,33,25,45,35,46,27,6,38,15,33,"
ygr031w	"20,29,23,28,43"
ygr035c	"23,24,25,26,33"
ygr039w	"19,22,14,16,16"
ygr042w	"23,16,19,24,11"
ygr045c	"24,27,16,20,21"
ygr050c	"13,28,33,21,27"
ygr051c	"5,9,24,17,22,36,22,23,37,23,24,39,24,26,39,25,28,27,29,29,30,29,31,30,31,30,31,31,31,32,32,32,33,33,35,41,38,45,38,45,38,45,39,45,47"
ygr053c	"31,19,21,16,50,42,27,33,18,26,42,27,25,37,30,53,38,42,32,23,15,35,15,32,14,35,20,26,35,18,32,14,15,17,37,38,37,30,29,28,18,27,35,46,26"
ygr054w	"28,46,9,46,11,10,19,27,23,18"
ygr064w	"25,23,19,12,35,30,16,20,23,26,35,29,9,43,36,25,23,19,12,35,13,24,38,33,27"
ygr066c	"26,24,17,26,25,15,20,32,23,19,48,14,11,31,59,15,20,32,23,19,26,24,17,26,25"
ygr067c	"13,32,34,7,9,24,32,33,32,18,33,21,46,37,37,13,32,34,7,9,24,32,33,32,18"
ygr069w	"44,21,33,29,38,8,24,26,41,21,45,26,7,28,10,23,25,12,21,30,28,46,30,32,48,44,21,33,29,38,8,24,26,41,21"
ygr071c	"18,6,10,22,13"
ygr079w	"27,33,10,59,13,8,19,20,18,19"
ygr102c	"13,11,17,16,16"
ygr107w	"23,12,18,23,22,19,26,12,17,32,29,34,19,18,27,44,31,27,41,35,64,25,24,59,63,23,12,18,23,22,19,26,12,17,32"
ygr111w	"26,24,12,37,12"
ygr117c	"23,29,23,23,17"
ygr122ca	"38,21,22,9,30"
ygr122w	"38,11,46,27,22,28,21,11,18,17"
ygr125w	"18,17,19,21,31"
ygr126w	"18,17,19,21,31"
ygr127w	"18,17,19,21,31"
ygr130c	"15,35,24,20,32,37,11,3,13,11,29,22,24,24,21,21,35,27,8,31,32,12,41,17,40,39,19,22,29,23,40,28,17,30,39,24,13,39,21,22,47,33,33,38,33,33,26,38,28,43,18,29,18,24,43,38,36,18,37,35,12,33,25,41,24,21,27,28,32,42,17,33,29,10,11,18,26,27,27,37,19,40,18,25,11,5,"
ygr131w	"18,17,19,21,31"
ygr137w	"18,17,19,21,31"
ygr139w	"18,17,19,21,31"
ygr146c	"18,17,19,21,31"
ygr149w	"18,17,19,21,31"
ygr151c	"18,17,19,21,31"
ygr153w	"18,17,19,21,31"
ygr160w	"18,17,19,21,31"
ygr164w	"18,17,19,21,31"
ygr168c	"18,17,19,21,31"
ygr176w	"18,17,19,21,31"
ygr182c	"18,17,19,21,31"
ygr201c	"37,16,16,35,22,30,24,25,28,28,25,20,54,37,37,16,22,32,34,28,19,41,56,53,21"
ygr203w	"18,17,19,21,31"
ygr205w	"18,17,19,21,31"
ygr207c	"18,17,19,21,31"
ygr210c	"21,38,22,15,29"
ygr219w	"19,20,20,19,21,19,20,20,19,21"
ygr226c	"28,33,25,21,36,48,17,29,36,39,16,44,49,23,26,28,33,25,21,36"
ygr228w	"30,33,31,18,23,40,48,29,28,19,15,29,33,47,36,30,33,31,18,23"
ygr235c	"28,20,25,21,16,28,20,25,21,16"
ygr237c	"18,18,24,27,17,18,18,24,27,17"
ygr242w	"37,34,21,27,23,45,31,44,30,21,29,45,39,36,58,37,34,21,27,23"
ygr250c	"38,26,35,12,16"
ygr259c	"20,23,19,20,29"
ygr266w	"27,30,39,19,24"
ygr269w	"23,30,26,33,27"
ygr272c	"12,13,13,11,19,12,12,11,4,15,18,21,2,23,10,15,9,18,11,16,62,27,24,37,23"
ygr273c	"24,25,21,25,15"
ygr283c	"18,22,55,30,25"
ygr287c	"16,16,32,20,25"
ygr290w	"20,36,23,29,25"
ygr291c	"18,20,18,18,11"
yhb1	"37,38,33,19,29,23,25,39,24,31,37,28,47,40,34,21,28,39,33,35,34,39,36,45,37,33,24,41,25,18,25,25,16,51,28,32,21,34,36,12,19,19,15,28,28,19,19,15,28,28"
yhc3	"12,18,9,50,16"
yhi9	"48,25,36,40,40,19,37,33,50,38,29,46,33,26,42,49,31,34,50,43,21,20,17,43,27,16,23,29,27,14,13,18,10,35,20,25,22,22,20,12,34,25,27,22,21,27,19,29,26,16,24,18,24,27,39,33,30,27,18,20,28,17,24,28,33,20,28,25,40,36,22,22,15,21,31,16,23,26,36,28,17,24,28,33,20,"
yhk8	"20,13,33,30,22"
yhl005c	"24,25,24,14,40"
yhl008c	"18,17,19,21,31"
yhl010c	"18,17,19,21,31"
yhl012w	"18,17,19,21,31"
yhl017w	"18,17,19,21,31"
yhl026c	"18,17,19,21,31"
yhl037c	"18,17,19,21,31"
yhl039w	"21,24,36,32,20"
yhl041w	"25,27,29,34,16"
yhl042w	"25,21,5,16,21"
yhl044w	"18,17,19,21,31"
yhl045w	"18,17,19,21,31"
yhm2	"39,40,27,36,31"
yhp1	"23,25,23,24,34,20,34,22,23,25,24,15,22,14,15,16,13,21,21,27,23,25,16,27,21"
yhr003c	"41,14,20,23,16"
yhr009c	"32,22,47,38,35,40,30,41,22,17,42,16,45,32,39,9,8,37,36,37,26,12,31,23,18,37,12,29,13,21,17,18,29,13,31,63,31,47,48,38,15,13,20,30,18,24,29,20,36,15,17,23,19,17,17,19,27,15,8,32"
yhr022c	"18,22,16,29,24"
yhr032w	"19,22,20,11,19"
yhr033w	"22,28,28,24,17"
yhr034w	"24,29,9,24,10"
yhr035w	"30,22,32,17,9"
yhr039cb	"9,2,37,28,16"
yhr045w	"21,15,8,29,40"
yhr049ca	"9,28,28,31,26"
yhr078w	"31,16,28,5,25"
yhr079cb	"25,38,16,26,29,30,26,19,18,29,22,20,25,3,15,21,21,10,33,33,20,42,27,24"
yhr080c	"13,35,18,27,26"
yhr095w	"16,23,11,12,22"
yhr096w	"18,32,13,11,41,57,16,30,20,22,24,38,21,27,29,18,32,13,11,41,55,16,30,20,22"
yhr097c	"13,24,27,36,28,47,11,27,11,44,27,28,24,30,25,13,24,27,36,28,47,11,27,11,44"
yhr100c	"5,19,24,18,9"
yhr112c	"28,26,15,32,22"
yhr113w	"22,21,14,37,20,36,21,32,58,47,22,24,26,29,18,29,34,42,13,29,22,24,26,29,18,22,21,14,37,20,36,21,32,56,47"
yhr125w	"18,12,22,22,29"
yhr126c	"29,20,19,19,17,34,38,29,37,33,33,27,25,14,26,29,20,19,19,17,6,11,13,24,17"
yhr127w	"21,18,31,18,25"
yhr130c	"37,43,62,64,32,22,25,25,36,26,26,16,30,33,34,34,18,38,29,8,24,20,35,28,26,20,33,31,21,15,23,35,22,21,14,25,18,19,31,30,26,13,18,23,22,27,34,20,31,16,23,25,15,17,21,30,17,32,31,31,22,25,25,36,26,34,38,29,37,33,37,43,62,64,32"
yhr131c	"35,30,17,14,17"
yhr138c	"34,13,34,26,30,33,20,25,20,15,20,31,33,25,16,34,13,34,26,30,26,16,30,33,34"
yhr139ca	"39,17,14,30,30,33,33,21,28,30,26,27,20,39,25,39,17,14,30,30,33,33,21,28,30"
yhr140w	"18,15,27,11,20"
yhr159w	"24,20,13,27,26"
yhr162w	"64,32,20,16,38"
yhr177w	"40,24,35,22,16"
yhr180w	"28,23,32,23,44"
yhr182w	"17,16,14,27,12"
yhr202w	"15,14,20,7,9"
yhr210c	"34,38,30,24,22"
yia6	"23,25,34,20,32,10,23,22,19,33,23,39,35,23,14,33,18,20,25,23,44,42,40,24,39,22,10,16,35,29,19,27,23,31,25,18,16,19,20,9,43,33,17,24,8"
yig1	"19,29,20,22,24"
yih1	"25,23,6,27,25"
yil001w	"36,34,28,20,39,18,43,44,29,15,52,43,41,57,37,36,34,28,20,39,18,30,16,39,16"
yil012w	"14,39,19,36,31"
yil015ca	"47,22,27,16,34"
yil024c	"23,42,21,8,17,33,10,28,28,34,31,20,26,33,38,19,15,25,34,39,41,35,25,53,33,32,24,25,40,21,38,28,35,28,18"
yil025c	"26,17,27,28,19"
yil028w	"21,23,10,29,17"
yil029c	"20,19,31,26,22"
yil032c	"32,30,24,28,15"
yil054w	"34,20,28,26,33"
yil055c	"26,24,9,38,10,23,37,33,33,23,44,32,35,32,40,27,29,15,33,33,30,29,56,34,37,14,34,32,25,32,38,13,41,19,38,38,10,43,34,29,24,35,35,26,17,32,24,20,27,16,30,24,35,25,36,30,11,26,20,19,17,34,33,26,26,35,23,28,21,30,45,24,3,30,3,30,30,34,31,30,12,31,33,36,20,28,"
yil057c	"15,26,19,28,21"
yil058w	"21,31,38,27,31"
yil059c	"25,61,31,15,30"
yil060w	"28,30,25,21,27"
yil067c	"16,21,15,14,16"
yil077c	"29,26,34,31,37,13,23,20,20,23,21,21,11,25,22"
yil086c	"10,31,22,23,32"
yil089w	"14,5,16,19,16,21,27,24,28,28,31,31,34,32,36,32,36,35,39,36,39,36,39,36,39,36,40,38,41,40,41,40,42,43,42,48,43,49,44,51,44,44,44,51,55"
yil092w	"54,48,48,27,22,17,32,52,38,13"
yil096c	"18,26,8,11,18"
yil100w	"13,15,8,33,16"
yil102c	"38,25,26,29,36,12,24,39,36,12,40,24,30,54,12,14,16,21,23,24,23,20,27,27,30"
yil108w	"43,45,33,40,40,20,29,44,36,1,25,3,34,23,50,49,6,17,38,20,19,20,18,5,18,31,35,16,23,9,43,46,32,41,30,42,34,24,25,41,38,41,6,41,34,20,38,35,28,24,41,46,48,24,31,30,38,17,24,31,42,44,18,17,48"
yil141w	"8,40,36,34,25"
yil152w	"33,30,16,26,5"
yil161w	"29,28,29,25,49"
yil163c	"26,21,33,34,27"
yil165c	"38,29,31,6,24"
yil166c	"20,37,28,20,16"
yil168w	"41,25,15,6,24"
yim1	"32,37,2,36,18,35,22,11,46,37,44,10,30,18,16,31,18,28,36,25,15,19,21,19"
yim2	"5,14,11,9,10"
yip3	"15,14,32,31,26,29,16,29,41,33,33,39,43,19,36,45,35,41,14,16,49,13,32,30,23"
yip4	"13,21,34,22,25"
yip5	"18,17,22,21,30"
yir007w	"11,19,34,52,26,43,28,33,22,31,18,40,30,37,31,20,31,25,30,45"
yir014w	"34,43,24,46,31,34,20,21,42,33,24,35,37,31,38,23,16,28,27,33"
yir016w	"48,21,42,44,34,45,49,29,21,42,40,22,43,18,22,27,33,24,39,49,18,37,27,46,29,29,21,6,26,36,28,24,19,12,13,25,51,13"
yir020c	"21,18,34,25,17"
yir020wb	"37,24,29,17,32"
yir024c	"27,19,22,23,12"
yir035c	"26,26,20,18,32,31,32,27,37,47,11,25,17,14,22,15,21,16,29,15,22,25,26,24,34"
yir042c	"15,49,12,22,26,30,24,38,20,28,36,28,43,20,35,30,33,22,19,22,30,17,47,41,32,25,25,18,42,44,41,29,21,40,31,14,20,32,43,14,33,36,45,42,34,23,45,38,37,46,42,34,33,37,33,36,33,23,26,42,45,35,33,25,12,32,41,40,23,42,13,25,45,4,20,28,34,35,46,31,15,34,40,39,26,3"
yir043c	"20,17,42,29,37"
yir044c	"25,16,37,33,34,22,34,10,28,24,33,36,24,29,37,36,45,23,30,34,35,26,22,21,15,22,27,28,41,34,20,15,19,20,21,22,18,20,19,21,20,12,24,17,43,26,17,12,20,26,35,26,28,17,38,16,20,22,21,18,50,33,27,46,51"
yjl007c	"44,29,32,16,16"
yjl016w	"27,42,26,18,22"
yjl017w	"24,20,15,49,19"
yjl021c	"51,39,18,32,47,35,37,27,38,44,25,45,17,34,30,32,24,24,20,30,37,13,15,29,15"
yjl022w	"42,4,4,19,45,14,12,23,51,16,21,26,56,18,22,27,76,19,23,28,21,27,29,22,30,30,23,32,34,25,33,35,25,33,35,26,34,36,30,35,36,31,35,37,31,36,40,34,37,43,34,38,48,35,39,49,37,40,50,41,44,52,43,56,56"
yjl027c	"23,12,25,27,22"
yjl028w	"32,24,50,22,32"
yjl043w	"15,30,19,31,23"
yjl045w	"32,16,4,36,24,29,25,29,13,28,23,22,22,24,25,15,14,27,33,29,33,23,37,23,25"
yjl049w	"56,25,31,20,8"
yjl055w	"30,18,16,23,29"
yjl064w	"13,18,30,34,49"
yjl067w	"11,26,7,20,20"
yjl068c	"29,17,26,29,27"
yjl070c	"23,26,36,48,46"
yjl075c	"22,44,26,22,15"
yjl107c	"32,25,13,21,38,25,21,33,24,11,33,31,23,24,24,24,22,32,29,39,39,30,46,19,39"
yjl118w	"20,29,18,31,22"
yjl119c	"18,30,20,17,25"
yjl120w	"16,40,23,16,21"
yjl132w	"43,28,23,24,37,35,21,28,28,38"
yjl135w	"30,36,21,31,25"
yjl142c	"29,17,21,23,25"
yjl144w	"16,16,21,22,17"
yjl147c	"18,24,16,17,19"
yjl150w	"18,6,21,25,19"
yjl152w	"22,35,21,25,24"
yjl160c	"30,17,28,30,16,29,11,18,38,28"
yjl163c	"24,16,27,21,29"
yjl169w	"24,22,14,29,51"
yjl171c	"23,13,28,21,14"
yjl175w	"22,13,42,31,31"
yjl181w	"19,25,30,18,23"
yjl182c	"34,23,17,27,20"
yjl185c	"27,21,21,10,14"
yjl193w	"21,19,18,23,16"
yjl199c	"20,18,13,26,42"
yjl206c	"31,15,15,26,17"
yjl206ca	"35,21,19,21,24"
yjl211c	"19,14,17,16,35"
yjl213w	"25,17,29,13,22"
yjl215c	"15,30,16,16,16"
yjl216c	"31,18,28,20,34"
yjl218w	"20,10,14,26,12"
yjr003c	"14,20,24,26,16"
yjr008w	"33,22,40,12,36,32,22,43,23,27,43,18,30,26,43,19,36,15,57,23,43,28,42,16,44"
yjr011c	"46,24,17,27,38"
yjr015w	"39,37,35,28,41"
yjr018w	"14,29,35,44,39"
yjr020w	"29,17,16,18,21"
yjr026w	"40,20,41,37,22"
yjr030c	"46,27,45,19,32"
yjr037w	"21,36,22,32,15"
yjr038c	"43,24,27,18,24"
yjr039w	"26,24,30,25,17,19,43,23,24,19"
yjr054w	"16,25,28,11,31"
yjr056c	"18,29,28,15,26"
yjr061w	"25,22,25,34,36"
yjr079w	"28,9,19,15,22"
yjr087w	"19,25,25,25,30"
yjr088c	"29,27,32,35,31"
yjr096w	"13,29,11,23,21"
yjr098c	"17,24,6,21,21"
yjr107w	"21,26,30,10,14"
yjr111c	"21,29,33,44,21"
yjr115w	"23,38,31,30,57"
yjr116w	"31,24,31,24,24"
yjr120w	"15,15,28,19,19"
yjr124c	"26,16,11,20,26"
yjr128w	"22,17,24,48,24"
yjr129c	"20,16,15,37,26"
yjr142w	"28,15,28,4,19"
yjr146w	"35,13,20,29,30"
yjr149w	"28,26,28,19,24,24,25,24,20,27,37,35,42,20,30,30,26,10,36,21,32,30,48,48,30"
yjr154w	"26,25,18,46,29"
yju3	"19,21,29,21,29"
yke2	"36,42,13,42,23,18,34,22,5,23,12,26,33,18,24,37,12,15,11,40,23,33,10,18,42"
yke4	"34,24,20,20,32"
ykl023w	"23,31,21,8,41"
ykl027w	"25,22,22,23,21"
ykl030w	"22,19,23,17,15"
ykl031w	"32,34,25,22,15"
ykl033wa	"39,7,26,24,10"
ykl044w	"21,18,32,22,18"
ykl047w	"18,23,20,28,33"
ykl050c	"28,29,17,25,31"
ykl053w	"12,5,25,15,10"
ykl061w	"32,33,24,23,20"
ykl063c	"18,31,21,17,30"
ykl066w	"28,30,19,33,33"
ykl069w	"26,43,13,18,3"
ykl070w	"29,5,21,18,20"
ykl071w	"27,16,30,42,17"
ykl075c	"28,28,31,23,15"
ykl076c	"28,38,26,28,26"
ykl077w	"17,13,15,3,16,28,18,32,13,40,26,30,33,22,33,27,26,24,39,36,28,25,23,27,19,17,21,29,37,34,24,13,26,24,30,28,27,34,12,19,21,16,19,20"
ykl091c	"22,23,32,19,20"
ykl097c	"23,18,28,22,23"
ykl100c	"24,19,13,21,24"
ykl102c	"27,29,31,20,28"
